Project Name,Summary,Dependencies,Precision@5,Recall@5,Ground Truth
lets-blade/blade-jdbc,"lets-blade-jdbc-core, a toolbox for learning how toblade with a single command (Jdbc, v3, v4, v5, v6, v7, v8), v8, v9, v10, v11, v12, v13, v14, v15, v16, v17, v18, v20, v21, v22, v23, v24, v26, v28, v29, v30, v27, v31, v32, v33, v34, v35, v41, v37, v38, v44, v46, v81, v72, v25,","['mysql:mysql-connector-java', 'com.impossibl.pgjdbc-ng:pgjdbc-ng', 'org.slf4j:slf4j-api', 'com.bladejava:blade-jdbc', 'com.google.code.gson:gson', 'postgresql:postgresql', 'org.slf4j:slf4j-log4j12']",0.2,0.14285714285714285,"['com.alibaba:druid', 'com.bladejava:blade-jdbc-core', 'org.sql2o:sql2o', 'com.hynnet:oracle-driver-ojdbc6', 'com.zaxxer:HikariCP', 'org.projectlombok:lombok', 'junit:junit']"
prof18/RSS-Parser,"RSS Parser is a Kotlin Multiplatform library for parsing RSS and Atom feeds. It supports Android, iOS, and the JVM.  Deployed on iOS, macOS, Linux, and Android.","['org.jsoup:jsoup', 'com.android.support:cardview-v7', 'com.squareup.picasso:picasso', 'com.squareup.okhttp3:okhttp', 'com.android.support:recyclerview-v7']",0.2,0.25,"['com.android.support.constraint:constraint-layout', 'com.android.support:appcompat-v7', 'junit:junit', 'com.google.code.gson:gson', 'com.android.support:design']"
lukaspili/Auto-Mortar,"Auto Mortar is an annotation processor that focuses on eliminating the maximum of that boilerplate code. No magic tricks here, just some straightforward and human readable code generated for you. n\n","['com.github.lukaspili.processor-workflow:processor-workflow', 'com.google.auto:auto-common', 'com.jakewharton.timber:timber', 'com.android.support:recyclerview-v7', 'com.squareup.retrofit:retrofit']",0.2,0.16666666666666666,"['com.google.guava:guava', 'org.apache.commons:commons-lang3', 'com.android.support:support-v4', 'com.squareup:javapoet', 'com.google.auto.service:auto-service', 'com.jakewharton:butterknife']"
OSBI/saiku,The world\'s greatest open source OLAP browser，Saiku Dev Group (OSBI/saiku)   弌具管理建的级箧理箩理。,"['com.qmino:miredot-annotations', 'eigenbase:eigenbase-xom', 'org.apache.jackrabbit:jackrabbit-jcr-servlet', 'org.springframework:spring-test', 'com.google.guava:guava', 'org.apache.xmlgraphics:fop', 'com.hazelcast:hazelcast-wm', 'com.fasterxml.jackson.jaxrs:jackson-jaxrs-base', 'org.apache.xmlgraphics:batik-script', 'org.apache.hive:hive-cli', 'org.slf4j:slf4j-simple', 'pentaho-library:libloader', 'com.hazelcast:hazelcast-client', 'commons-lang:commons-lang', 'pentaho:pentaho-bi-platform-util', 'org.mozilla:rhino', 'com.sun.jersey:jersey-core', 'commons-math:commons-math', 'org.apache.calcite:calcite-avatica', 'org.springframework.ldap:spring-ldap-core', 'org.apache.httpcomponents:httpcore', 'org.saiku:saiku-service', 'com.fasterxml.jackson.core:jackson-core', 'log4j:log4j', 'cglib:cglib', 'pentaho:cda', 'net.sourceforge.jtds:jtds', 'javax.jcr:jcr', 'net.serenity-bdd:serenity-jira-requirements-provider', 'org.apache.jackrabbit:jackrabbit-jcr-server', 'com.h2database:h2', 'org.saikuanalytics:saiku-service', 'commons-io:commons-io', 'org.apache.felix:org.osgi.core', 'commons-vfs:commons-vfs', 'org.jasig.cas.client:cas-client-integration-tomcat-v7', 'org.mongodb:mongo-java-driver', 'org.slf4j:slf4j-log4j12', 'org.apache.hive:hive-jdbc', 'org.jvnet.mimepull:mimepull', 'net.sourceforge.htmlcleaner:htmlcleaner', 'pentaho:pentaho-bi-platform-plugin-actions', 'org.jdom:jdom', 'hsqldb:hsqldb', 'org.codehaus.jettison:jettison', 'pentaho:mondrian', 'com.atlassian.jira:jira-rest-java-client-api', 'org.hamcrest:hamcrest-all', 'org.apache.hadoop:hadoop-common', 'junit:junit', 'com.sun.jersey:jersey-servlet', 'bi.meteorite:licenseserver-core', 'javax.ws.rs:jsr311-api', 'pentaho:cpf-pentaho', 'org.apache.jackrabbit:jackrabbit-jcr-commons', 'org.springframework:spring-webmvc', 'pentaho:pentaho-bi-platform-plugin-services', 'org.springframework.security:spring-security-taglibs', 'org.easytesting:fest-assert', 'com.sun.jersey.contribs:jersey-spring', 'com.sun.jersey:jersey-server', 'org.slf4j:slf4j-api', 'org.mockito:mockito-all', 'org.saiku:saiku-web', 'org.olap4j:olap4j-xmla', 'org.apache.poi:poi-ooxml', 'com.marklogic:marklogic-xcc', 'org.apache.xmlgraphics:batik-transcoder', 'joda-time:joda-time', 'com.fasterxml.jackson.core:jackson-annotations', 'com.sun.grizzly:grizzly-servlet-webserver', 'mysql:mysql-connector-java', 'org.saikuanalytics:saiku-bi-platform-plugin-p5', 'org.apache.xmlgraphics:batik-ext', 'org.hibernate:hibernate-core', 'org.apache.xmlgraphics:batik-bridge', 'pentaho:pentaho-platform-api', 'pentaho:pentaho-bi-platform-engine-services', 'net.serenity-bdd:serenity-core', 'org.apache.pdfbox:pdfbox-app', 'org.olap4j:olap4j-xmlaserver', 'com.fasterxml.jackson.core:jackson-databind']",0.4,0.04878048780487805,"['org.apache.jackrabbit:jackrabbit-api', 'javax.servlet:jstl', 'org.apache.xmlgraphics:xmlgraphics-commons', 'org.springframework:spring-aop', 'net.serenity-bdd:serenity-jbehave', 'pentaho:pentaho-bi-platform-web-servlet', 'net.serenity-bdd:serenity-jira-plugin', 'avalon-framework:avalon-framework-impl', 'org.springframework.security:spring-security-web', 'org.apache.xmlgraphics:batik-svg-dom', 'commons-collections:commons-collections', 'org.saiku:saiku-query', 'org.postgresql:postgresql', 'javax.servlet.jsp:jsp-api', 'iText:iText', 'xml-apis:xml-apis', 'org.springframework:spring-context', 'org.springframework.security:spring-security-core', 'com.sun.jersey:jersey-json', 'commons-httpclient:commons-httpclient', 'org.jasig.cas.client:cas-client-integration-tomcat-common', 'com.sun.jersey.jersey-test-framework:jersey-test-framework-external', 'org.apache.poi:poi', 'org.springframework.security:spring-security-ldap', 'org.hibernate:hibernate-annotations', 'net.serenity-bdd:serenity-junit', 'pentaho:pentaho-platform-extensions', 'pentaho:pentaho-bi-platform-engine-core', 'org.codehaus.enunciate:enunciate-rt', 'com.cenqua.clover:clover', 'org.apache.xmlgraphics:batik-codec', 'org.springframework:spring-orm', 'commons-pool:commons-pool', 'org.springframework:spring-context-support', 'javax.servlet:servlet-api', 'com.googlecode.lambdaj:lambdaj', 'mondrian-data-foodmart-hsql:mondrian-data-foodmart-hsql', 'org.saiku:saiku-ui', 'org.codehaus.enunciate:enunciate-jersey-rt', 'org.hamcrest:hamcrest-core', 'org.saikuanalytics:saiku-ui', 'com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider', 'org.apache.xmlgraphics:batik-js', 'org.springframework:spring-core', 'pentaho:cpf-core', 'com.orientechnologies:orientdb-core', 'pentaho:pentaho-platform-core', 'com.hazelcast:hazelcast', 'eigenbase:eigenbase-properties', 'org.apache.httpcomponents:httpclient', 'org.springframework:spring-beans', 'eigenbase:eigenbase-resgen', 'org.springframework:spring-web', 'com.hazelcast:hazelcast-spring', 'org.saiku:saiku-olap-util', 'org.hibernate.javax.persistence:hibernate-jpa-2.1-api', 'javax.servlet:javax.servlet-api', 'com.atlassian.jira:jira-rest-java-client-core', 'org.saikuanalytics:saiku-webapp', 'org.springframework:spring-jdbc', 'org.springframework.security:spring-security-config', 'avalon-framework:avalon-framework-api', 'org.saikuanalytics:saiku-olap-util', 'org.jbehave:jbehave-core', 'org.apache.hadoop.hive:hive-jdbc', 'org.apache.jackrabbit:jackrabbit-webdav', 'org.springframework.security:spring-security-cas', 'com.sun.jersey.contribs:jersey-multipart', 'org.apache.jackrabbit:jackrabbit-core', 'org.apache.calcite:calcite-mongodb', 'com.sun.jersey:jersey-client', 'commons-dbcp:commons-dbcp', 'org.springframework:spring-tx', 'com.sun.jersey.jersey-test-framework:jersey-test-framework-core', 'pentaho:cpf-pentaho5', 'pentaho:pentaho-platform-repository', 'org.saikuanalytics:saiku-web', 'org.jvnet:mimepull', 'org.olap4j:olap4j', 'org.jasig.cas.client:cas-client-core', 'org.apache.calcite:calcite-core', 'pentaho:pentaho-bi-platform-api']"
searchbox-io/Jest,"Jest is a Java HTTP Rest Client for ElasticSearch and Jest built on top of Apache Lucene. It fills a gap, it is the missing client for elasticSearch Http Rest interface](jest/README.md)","['commons-io:commons-io', 'org.apache.logging.log4j:log4j-core', 'org.slf4j:slf4j-api', 'org.apache.httpcomponents:httpclient-android', 'net.java.dev.jna:jna', 'org.elasticsearch:elasticsearch', 'org.elasticsearch.plugin:reindex-client', 'org.elasticsearch.plugin:transport-netty4-client', 'org.elasticsearch.test:framework', 'com.google.guava:guava', 'com.carrotsearch.randomizedtesting:randomizedtesting-runner', 'org.apache.httpcomponents:httpcore', 'org.apache.lucene:lucene-test-framework', 'org.apache.logging.log4j:log4j-api', 'org.apache.lucene:lucene-codecs']",0.5,0.16666666666666666,"['org.apache.httpcomponents:httpclient', 'org.apache.httpcomponents:httpasyncclient', 'org.littleshoot:littleproxy', 'org.elasticsearch.plugin:percolator-client', 'org.codelibs.elasticsearch.module:lang-painless', 'com.github.spullara.mustache.java:compiler', 'com.google.code.gson:gson', 'org.slf4j:slf4j-log4j12', 'io.searchbox:jest-common', 'org.slf4j:slf4j-android', 'org.mockito:mockito-core', 'org.skyscreamer:jsonassert', 'org.hamcrest:hamcrest-all', 'org.elasticsearch.plugin:lang-mustache-client', 'org.apache.httpcomponents:httpcore-nio', 'junit:junit']"
arvinljw/AFBaseLibrary,a'# AFBaseLibrary\n\n## \xe5\xba\x8f\n+n\xe8\xbf\x99\xe4\xb8\xc3\x85\xe7\x89\xe9\xFEE\x86\x93\xef\xbc\x98\xe3\xc85\xb6\xe5+xae\x9e\xe6,"['com.github.bumptech.glide:okhttp3-integration', 'cn.bingoogolapple:bga-banner', 'com.squareup.retrofit2:adapter-rxjava', 'com.jakewharton:butterknife-compiler', 'org.greenrobot:eventbus', 'com.orhanobut:logger', 'com.google.code.gson:gson']",0.4,0.3333333333333333,"['com.squareup.retrofit2:converter-gson', 'com.jakewharton:butterknife', 'com.github.bumptech.glide:glide', 'com.android.support.constraint:constraint-layout', 'com.squareup.retrofit2:retrofit', 'junit:junit', 'io.reactivex:rxjava', 'io.reactivex:rxandroid']"
killbilling/recurly-java-library,"Java library for Recurly, originally developed for Kill Bill (http://killbill.io), an open-source subscription management and billing system.\n\nGetting started\n---------------\n","['org.sonatype.oss:oss-parent', 'org.slf4j:slf4j-simple', 'org.testng:testng', 'com.google.code.findbugs:jsr305', 'org.slf4j:slf4j-api', 'com.fasterxml.jackson.core:jackson-databind', 'com.fasterxml.jackson.datatype:jackson-datatype-joda']",0.25,0.14285714285714285,"['joda-time:joda-time', 'com.fasterxml.jackson.core:jackson-annotations', 'com.fasterxml.jackson.core:jackson-core', 'org.apache.pdfbox:pdfbox', 'com.fasterxml.jackson.dataformat:jackson-dataformat-xml', 'com.fasterxml.jackson.module:jackson-module-jaxb-annotations', 'com.ning:async-http-client', 'com.google.guava:guava']"
gabrielemariotti/cardslib,UI Card Library provides an easy way to display a UI Card using the Official Google CardView in your Android app. (https://travis-ci.org/gabrielemariotti/cardslib.,"['com.github.chrisbanes.actionbarpulltorefresh:library', 'com.android.support:support-annotations', 'com.android.support:recyclerview-v7', 'org.lucasr.twowayview:core', 'com.squareup.okhttp:okhttp', 'com.survivingwithandroid:weatherlib', 'com.github.castorflex.smoothprogressbar:library-circular', 'com.android.support:appcompat-v7', 'com.nostra13.universalimageloader:universal-image-loader', 'com.melnykov:floatingactionbutton']",0.6666666666666666,0.25,"['com.etsy.android.grid:library', 'com.android.support:cardview-v7', 'com.squareup.picasso:picasso', 'org.lucasr.twowayview:layouts', ':extra', 'com.nhaarman.listviewanimations:lib-core', 'com.android.support:support-v4', 'com.nhaarman.listviewanimations:lib-manipulation', 'se.emilsjolander:stickylistheaders', 'com.squareup.okhttp:okhttp-urlconnection']"
universitatjaumei/cryptoapplet,"CryptoApplet is a Java applet for advanced digital signature creation developed by the Universitat Jaume I](http://www.uji.es). The procedure is very simple: given a data input and a configuration determined by the server, the web client will create a digital signature of the data in the format specified in the configuration.","['plugin:plugin', 'net.java.xades:jxades', 'org.bouncycastle:bcmail-jdk15', 'es.uji.security:uji-crypto-openxades', 'es.uji.security:uji-keystore', 'org.bouncycastle:bcprov-jdk15', 'org.mockito:mockito-all', 'es.uji.security:uji-crypto-jxades', 'org.apache.santuario:xmlsec', 'com.sun.xml.security:jsr105-impl', 'com.lowagie:itext']",0.4,0.2857142857142857,"['org.bouncycastle:bctsp-jdk15', 'es.uji.security:uji-crypto-raw', 'commons-httpclient:commons-httpclient', 'es.uji.security:uji-utils', 'es.uji.security:xmlsec-backport-jdk6', 'es.uji.security:uji-crypto-core', 'commons-logging:commons-logging', 'es.uji.security:uji-config', 'log4j:log4j', 'junit:junit', 'es.gob.afirma:afirma-crypto-pdf', 'es.uji.security:uji-crypto-cms']"
Arello-Mobile/Moxy,Moxy is a library that helps to use MVP pattern when you do the Android Application. Without problems of lifecycle and boilerplate code!Moxy has a few killer features in other ways.,"['org.glassfish:javax.annotation', 'org.robolectric:robolectric', 'com.j256.ormlite:ormlite-android', 'org.mockito:mockito-all', 'com.android.support:appcompat-v7', 'com.google.code.gson:gson', 'com.arello-mobile:moxy-app-compat', 'com.android.support:design']",0.25,0.14285714285714285,"['com.arello-mobile:moxy', 'com.squareup.picasso:picasso', 'com.arello-mobile:moxy-compiler', 'com.squareup:otto', 'org.hamcrest:hamcrest-all', 'junit:junit', 'com.j256.ormlite:ormlite-core', 'io.reactivex:rxjava', 'io.reactivex:rxandroid']"
karussell/ElasticSearchExample,An example using ElasticSearch with a bit Wicket and a bit C# in the middle of the search bar.b'Example using an ElasticSearch query in the background with a Bit Wicket',"['org.apache.wicket:wicket-guice', 'org.mockito:mockito-core', 'log4j:log4j', 'org.twitter4j:twitter4j-core', 'org.slf4j:slf4j-api']",0.4,0.5,"['org.apache.wicket:wicket', 'org.apache.wicket:wicket-extensions', 'junit:junit', 'org.slf4j:slf4j-log4j12', 'org.elasticsearch:elasticsearch']"
FDVSolutions/DynamicJasper,"Jasper Reports (DJ) is an API that hides the complexity of __JasperReports__, it helps developers to save time when designing \nsimple/medium complexity reports generating the layout of the report elements automatically. It creates reports dynamically,\ndefining at runtime the columns, column width (auto width), groups, variables, fonts, charts, crosstabs, sub reports, etc.","['mysql:mysql-connector-java', 'xalan:xalan', 'net.sourceforge.barbecue:barbecue', 'ar.com.fdvs:DynamicJasper-test-fonts', 'httpunit:httpunit', 'org.springframework:spring-beans', 'commons-beanutils:commons-beanutils', 'hsqldb:hsqldb', 'opensymphony:webwork', 'net.sf.jasperreports:jasperreports', 'ar.com.fdvs:DynamicJasper-core-fonts']",0.5,0.1,"['org.springframework:spring-core', 'org.hibernate:hibernate', 'org.apache.commons:commons-collections4', 'org.springframework:spring-test', 'log4j:log4j', 'commons-collections:commons-collections', 'javax.servlet:servlet-api', 'org.apache.poi:poi-ooxml', 'junit:junit', 'opensymphony:xwork', 'net.sourceforge.jexcelapi:jxl']"
wesabe/grendel,"Grendel is a RESTful web service which allows for the secure storage of users\'\ndocuments. For instance, a Grendel user is created, an OpenPGP keyset (a master key for\nsigning/verifying and a sub key for encrypting/decrypting) is generated. When\nthe user stores a document, the document is signed with the user\'s master key\nand encrypted with their sub key.","['mysql:mysql-connector-java', 'joda-time:joda-time-hibernate', 'org.codehaus.jackson:jackson-xc', 'org.easytesting:fest-assert', 'com.codahale:shore']",0.2,0.2,"['org.codehaus.jackson:jackson-jaxrs', 'org.mockito:mockito-all', 'junit:junit', 'joda-time:joda-time', 'org.bouncycastle:bcpg-jdk16']"
kuali/kc,"Kuali Research for Research Administration is a comprehensive system to manage the complexities of research administration needs from the faculty researcher through grants administration to federal funding agencies. KC is using MIT\xe2\x80\x99s proven COEUS system as its baseline design, updating its technical architecture for vendor independence and integration with other administration systems.","['org.apache.cxf:cxf-rt-frontend-simple', 'org.springframework:spring-aop', 'org.apache.avalon.framework:avalon-framework-impl', 'org.apache.cxf:cxf-rt-frontend-jaxws', 'org.kuali.coeus:coeus-db-sql', 'org.apache.activemq:activemq-jdbc-store', 'org.apache.cxf:cxf-rt-transports-http', 'org.hamcrest:hamcrest-core', 'org.opensaml:opensaml', 'org.quartz-scheduler:quartz', 'org.apache.commons:commons-collections4', 'org.kuali.coeus:coeus-s2sgen-api', 'com.google.guava:guava', 'org.apache.xmlgraphics:fop', 'javax.servlet.jsp.jstl:javax.servlet.jsp.jstl-api', 'com.codiform:moo-mvel', 'org.slf4j:jul-to-slf4j', 'org.hamcrest:hamcrest-library', 'org.springframework.security:spring-security-web', 'commons-beanutils:commons-beanutils', 'org.apache.tomcat.embed:tomcat-embed-logging-log4j', 'org.springframework:spring-core', 'commons-collections:commons-collections', 'org.apache.ws.security:wss4j', 'org.apache.activemq:activemq-broker', 'org.apache.struts:struts-core', 'junit:junit', 'org.apache.tomcat.embed:tomcat-embed-websocket', 'org.apache.tomcat.embed:tomcat-embed-el', 'org.apache.activemq:activemq-kahadb-store', 'org.kuali.rice:rice-edl-impl', 'org.apache.santuario:xmlsec', 'commons-lang:commons-lang', 'org.directwebremoting:dwr', 'com.lowagie:itext', 'org.apache.velocity:velocity', 'org.apache.activemq:activemq-spring', 'org.apache.struts:struts-extras', 'org.springframework:spring-webmvc', 'org.kuali.rice:rice-legacy-web', 'javax.servlet.jsp:javax.servlet.jsp-api', 'org.apache.struts:struts-el', 'org.drools:drools-core', 'org.bouncycastle:bcmail-jdk15on', 'xml-apis:xml-apis', 'org.springframework:spring-context', 'co.kuali.schemaspy:schemaspy', 'javax.validation:validation-api', 'net.sf.ehcache:ehcache-core', 'org.apache.httpcomponents:httpclient', 'org.apache.commons:commons-lang3', 'org.springframework:spring-beans', 'org.jmock:jmock-junit4', 'org.kuali.coeus:coeus-api-all', 'org.springframework:spring-web', 'org.apache.pdfbox:pdfbox', 'org.eclipse.jdt.core.compiler:ecj', 'org.eclipse.persistence:org.eclipse.persistence.jpa', 'org.apache.xmlbeans:xmlbeans', 'org.apache.cxf:cxf-api', 'log4j:log4j']",0.5,0.046511627906976744,"['javax.servlet:javax.servlet-api', 'joda-time:joda-time-jsptags', 'com.sun.xml.bind:jaxb-impl', 'org.bouncycastle:bcpkix-jdk15on', 'commons-validator:commons-validator', 'cglib:cglib', 'org.kuali.rice:rice-impl', 'com.thoughtworks.xstream:xstream', 'org.slf4j:slf4j-api', 'org.springframework.security:spring-security-core', 'javax.el:javax.el-api', 'org.springframework:spring-jdbc', 'org.mvel:mvel2', 'org.eclipse.birt.runtime:org.eclipse.birt.runtime', 'commons-codec:commons-codec', 'org.kuali.coeus:coeus-s2sgen-impl', 'org.drools:drools-compiler', 'org.objenesis:objenesis', 'org.jmock:jmock', 'org.springframework.security:spring-security-config', 'commons-httpclient:commons-httpclient', 'org.apache.tomcat.embed:tomcat-embed-jasper', 'org.kuali.rice:rice-ksb-web', 'org.codehaus.jackson:jackson-mapper-asl', 'org.kuali.coeus:coeus-db-data-conv', 'commons-net:commons-net', 'joda-time:joda-time', 'org.slf4j:jcl-over-slf4j', 'org.eclipse.persistence:javax.persistence', 'displaytag:displaytag', 'org.kuali.db.ojb:db-ojb', 'org.kuali.coeus:coeus-db-xml', 'org.springframework:spring-jms', '${db.groupId}:${db.artifactId}', 'org.glassfish.web:javax.servlet.jsp.jstl', 'com.sun.mail:javax.mail', 'xalan:xalan', 'commons-io:commons-io', 'org.apache.commons:commons-csv', 'org.kuali.rice:rice-krms-impl', 'org.springframework:spring-tx', 'org.springframework:spring-expression', 'org.apache.avalon.framework:avalon-framework-api', 'org.kuali.coeus:coeus-webapp', 'net.bull.javamelody:javamelody-core', 'org.apache.tomcat.embed:tomcat-embed-core', 'org.hibernate:hibernate-validator', 'org.kuali.coeus:coeus-impl', 'org.bouncycastle:bcprov-jdk15on', 'org.springframework:spring-orm', 'org.slf4j:slf4j-log4j12', 'com.github.fge:json-schema-validator', 'org.jasig.cas.client:cas-client-core', 'commons-pool:commons-pool', 'org.apache.struts:struts-taglib', 'org.springframework:spring-context-support', 'org.mockito:mockito-core', 'commons-fileupload:commons-fileupload', 'aopalliance:aopalliance', 'org.eclipse.persistence:org.eclipse.persistence.core', 'org.springmodules:spring-modules-ojb']"
hank/litecoin-wallet,"Litecoin Wallet, a standalone Litecoin payment app for your Android device!  https://litecoin.io/index.php?curated=3&ref=4&ref=/homepage=3","['com.google.android:support-v4', 'com.google.zxing:android-integration', 'com.google.android:android', 'org.slf4j:slf4j-simple', 'org.slf4j:slf4j-api']",0.2,0.2,"['com.google.android:annotations', 'com.google:litecoinj', 'com.google.zxing:core', 'com.actionbarsherlock:library', 'de.schildbach.wallet.litecoin:integration-android']"
linkedin/sensei,"Sensei is a distributed, elastic realtime searchable database. For more information, see our web site: https://www.senseidb.com/ or visit our blog at https://web.sensei.com","['org.apache.lucene:lucene-core', 'com.google.protobuf:protobuf-java', 'commons-configuration:commons-configuration', 'org.jdom:jdom', 'com.google.guava:guava', 'org.mortbay.jetty:jetty', 'org.apache.hadoop:hadoop-core', 'org.apache.kafka:kafka', 'com.github.sgroschupf:zkclient', 'com.linkedin.zoie:zoie-jms', 'org.json:json', 'junit:junit', '${project.groupId}:sensei-java-client', 'org.easymock:easymock', 'com.linkedin.zoie:zoie-core', 'commons-lang:commons-lang', 'com.linkedin.bobo:bobo-browse', 'org.antlr:antlr', 'org.javassist:javassist', 'org.apache.httpcomponents:httpclient']",0.2,0.05555555555555555,"['com.alibaba:fastjson', 'org.apache.lucene:lucene-analyzers', 'com.yammer.metrics:metrics-core', 'log4j:log4j', 'org.jolokia:jolokia-core', 'org.apache.avro:avro', 'fastutil:fastutil', 'commons-codec:commons-codec', 'org.easymock:easymockclassextension', 'org.apache.derby:derby', 'com.senseidb:sensei-hadoop-indexing', 'commons-io:commons-io', 'org.apache.zookeeper:zookeeper', 'com.senseidb:sensei-core', 'com.yammer.metrics:metrics-core_2.8.1', 'org.iq80.snappy:snappy', 'org.springframework:spring', '${project.groupId}:sensei-core', 'com.linkedin:norbert_2.8.1', 'javax.servlet:servlet-api']"
neel4software/SpringSecurityOAuth2,Securing Restful Web Services with Spring Security and OAuth2 \n\nThe flow of application will go something like this: https://www.codeburps.com/post/spring-boot-oauth2-for-server-to-server,"['org.apache.commons:commons-io', 'org.springframework.security:spring-security-web', 'org.springframework.security.oauth:spring-security-oauth2', 'com.google.code.gson:gson', 'org.codehaus.jackson:jackson-mapper-asl', 'org.springframework:spring-web']",0.5,0.4,"['org.springframework:spring-context-support', 'log4j:log4j', 'org.springframework:spring-webmvc', 'javax.servlet:javax.servlet-api', 'org.springframework.security:spring-security-config', 'commons-httpclient:commons-httpclient']"
DMinerJackie/JewelCrawler,"A crawler which is able to crawl movie detail and short comments, save them to database mysql, also include Sentiment analysis based on comments  \n# Modules\n* com.ansj.vec\xe6\x98\xafWord2Vec\xe7\xae\x97\xac\xe5\x9c\xz","['mysql:mysql-connector-java', 'commons-io:commons-io', 'org.ansj:tree_split', 'commons-dbcp:commons-dbcp', 'org.slf4j:slf4j-api', 'org.springframework:spring-jdbc', 'org.htmlparser:htmlparser', 'javax.servlet.jsp:jsp-api', 'org.springframework:spring-test', 'org.springframework:spring-webmvc', 'org.ansj:ansj_seg', 'org.apache.httpcomponents:httpcore', 'com.asprise.ocr:java-ocr-api']",0.2,0.08333333333333333,"['org.apache.httpcomponents:httpclient', 'com.alibaba:fastjson', 'org.springframework:spring-core', 'org.slf4j:slf4j-log4j12', 'org.springframework:spring-web', 'org.jsoup:jsoup', 'com.janeluo:ikanalyzer', 'commons-pool:commons-pool', 'log4j:log4j', 'javax.servlet:servlet-api', 'org.json:json', 'com.github.jai-imageio:jai-imageio-core', 'junit:junit']"
zalando/problem,a) A difficulty that has to be resolved or b) a difficulty that have to be solved or c) a solution that has already been resolved or d) a variety of other problems that have been resolved/,"['org.junit.jupiter:junit-jupiter-engine', 'org.slf4j:slf4j-nop', 'org.hobsoft.hamcrest:hamcrest-compose', 'org.mockito:mockito-core', 'com.jayway.jsonpath:json-path-assert']",0.2,0.16666666666666666,"['org.junit.platform:junit-platform-launcher', 'com.google.code.findbugs:jsr305', 'com.google.gag:gag', 'com.fasterxml.jackson.core:jackson-databind', 'org.hamcrest:java-hamcrest', 'org.zalando:problem']"
magja/magja,Magja is a Java Connector for Magento's SOAP API that allows easy integration with the popular shop system. Magento allows to exchange all data available by the Magento API.,"['org.apache.axis2:axis2-kernel', 'org.slf4j:jul-to-slf4j', 'commons-io:commons-io', 'org.apache.axis2:axis2-adb', 'commons-logging:commons-logging', 'org.apache.geronimo.specs:geronimo-activation_1.1_spec', 'org.apache.commons:commons-lang3', 'org.slf4j:slf4j-api', 'commons-beanutils:commons-beanutils', 'org.apache.axis2:axis2-transport-local']",0.6666666666666666,0.2222222222222222,"['org.slf4j:slf4j-ext', 'org.apache.ws.commons.axiom:axiom-impl', 'org.slf4j:jcl-over-slf4j', 'org.mozilla:rhino', 'net.java.dev.stax-utils:stax-utils', 'ch.qos.logback:logback-classic', 'org.hamcrest:hamcrest-all', 'com.google.guava:guava', 'org.apache.axis2:axis2-transport-http', 'junit:junit']"
mirkosertic/FXDesktopSearch,A Java and JavaFX based Desktop Search Application for your desktop. It crawls a configured set of directories and \nallows you to do fulltext search with different languages support on the content.,"['org.apache.lucene:lucene-analyzers-common', 'org.apache.tika:tika-langdetect', 'org.apache.lucene:lucene-suggest', 'io.projectreactor:reactor-core', 'org.eclipse.jetty:jetty-jsp', 'org.apache.lucene:lucene-facet', 'org.apache.lucene:lucene-queryparser', 'org.apache.lucene:lucene-queries', 'org.apache.commons:commons-lang3', 'org.slf4j:slf4j-api']",1.0,0.1111111111111111,"['org.codehaus.jackson:jackson-mapper-asl', 'com.artofsolving:jodconverter', 'org.freemarker:freemarker', 'org.slf4j:slf4j-log4j12', 'org.apache.tika:tika-core', 'org.apache.lucene:lucene-highlighter', 'org.controlsfx:controlsfx', 'org.apache.tika:tika-parsers', 'org.apache.lucene:lucene-backward-codecs', 'org.eclipse.jetty:jetty-webapp', 'junit:junit']"
